station	valid	tmpf	dwpf	relh	drct	sknt	p01i	alti	mslp	vsby	gust	skyc1	skyc2	skyc3	skyc4	skyl1	skyl2	skyl3	skyl4	wxcodes	ice_accretion_1hr	ice_accretion_3hr	ice_accretion_6hr	peak_wind_gust	peak_wind_drct	peak_wind_time	feel	metar	snowdepth
JRB	2019-02-08 10:56	41.00	39.90	95.82	260.00	5.00	0.01	29.94	1013.70	10.00	null	OVC	null	null	null	1000.00	null	null	null	-RA	null	null	null	null	null	null	37.08	KJRB 081056Z AUTO 26005KT 10SM -RA OVC010 05/04 A2994 RMK AO2 RAB42 SLP137 P0001 T00500044	null
JRB	2019-02-08 11:56	41.00	39.90	95.82	250.00	4.00	null	29.93	1013.40	10.00	null	BKN	OVC	null	null	1000.00	8000.00	null	null	null	null	null	null	null	null	null	37.93	KJRB 081156Z AUTO 25004KT 10SM BKN010 OVC080 05/04 A2993 RMK AO2 RAE32 SLP134 P0000 60018 70018 T00500044 10056 20050 56003	null
JRB	2019-02-08 12:56	41.00	39.90	95.82	260.00	4.00	0.01	29.93	1013.50	7.00	null	SCT	OVC	null	null	5500.00	8000.00	null	null	-RA	null	null	null	null	null	null	37.93	KJRB 081256Z AUTO 26004KT 7SM -RA SCT055 OVC080 05/04 A2993 RMK AO2 RAB03 SLP135 P0001 T00500044	null
JRB	2019-02-08 13:56	42.10	41.00	95.84	260.00	4.00	0.04	29.89	1012.10	10.00	null	FEW	OVC	null	null	700.00	9000.00	null	null	-RA	null	null	null	37.00	280.00	2019-02-08 13:16	39.21	KJRB 081356Z AUTO 26004KT 10SM -RA FEW007 OVC090 06/05 A2989 RMK AO2 PK WND 28037/1316 SLP121 P0004 T00560050	null
JRB	2019-02-08 14:56	41.00	39.90	95.82	240.00	7.00	null	29.89	1012.10	7.00	null	OVC	null	null	null	700.00	null	null	null	-RA	null	null	null	null	null	null	35.75	KJRB 081456Z AUTO 24007KT 7SM -RA OVC007 05/04 A2989 RMK AO2 SLP121 P0000 60005 T00500044 58013	null
JRB	2019-02-08 15:56	43.00	42.10	96.60	270.00	6.00	0.01	29.91	1012.80	8.00	null	OVC	null	null	null	700.00	null	null	null	-RA	null	null	null	null	null	null	38.78	KJRB 081556Z AUTO 27006KT 8SM -RA OVC007 06/06 A2991 RMK AO2 SLP128 P0001 T00610056	null
JRB	2019-02-08 16:56	44.10	43.00	95.88	270.00	8.00	null	29.91	1012.80	9.00	null	OVC	null	null	null	6500.00	null	null	null	null	null	null	null	null	null	null	39.02	KJRB 081656Z AUTO 27008KT 9SM OVC065 07/06 A2991 RMK AO2 RAE07 SLP128 P0000 T00670061	null
JRB	2019-02-08 17:56	46.90	43.00	86.21	270.00	11.00	0.01	29.90	1012.40	10.00	37.00	OVC	null	null	null	6500.00	null	null	null	null	null	null	null	49.00	290.00	2019-02-08 17:41	41.30	KJRB 081756Z AUTO 27011G37KT 10SM OVC065 08/06 A2990 RMK AO2 PK WND 29049/1741 SLP124 P0001 60007 T00830061 10083 20050 58005	null
JRB	2019-02-08 18:56	54.00	37.00	52.45	null	6.00	0.01	29.91	1012.70	10.00	22.00	SCT	null	null	null	7500.00	null	null	null	null	null	null	null	43.00	290.00	2019-02-08 18:16	54.00	KJRB 081856Z AUTO VRB06G22KT 10SM SCT075 12/03 A2991 RMK AO2 PK WND 29043/1816 SLP127 P0001 T01220028	null
JRB	2019-02-08 19:56	54.00	28.00	36.52	270.00	17.00	0.00	29.93	1013.40	10.00	24.00	CLR	null	null	null	null	null	null	null	null	null	null	null	38.00	280.00	2019-02-08 19:43	54.00	KJRB 081956Z AUTO 27017G24KT 10SM CLR 12/M02 A2993 RMK AO2 PK WND 28038/1943 SLP134 T01221022	null
JRB	2019-02-08 20:56	51.10	24.10	34.57	280.00	10.00	0.00	29.96	1014.40	10.00	22.00	CLR	null	null	null	null	null	null	null	null	null	null	null	34.00	290.00	2019-02-08 20:15	51.10	KJRB 082056Z AUTO 28010G22KT 250V320 10SM CLR 11/M04 A2996 RMK AO2 PK WND 29034/2015 SLP144 60001 T01061044 53021	null
JRB	2019-02-08 21:56	50.00	19.90	30.16	310.00	7.00	0.00	29.99	1015.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	46.72	KJRB 082156Z AUTO 31007KT 250V060 10SM CLR 10/M07 A2999 RMK AO2 SLP156 T01001067	null
JRB	2019-02-08 22:56	45.00	19.00	35.02	280.00	7.00	0.00	30.04	1017.20	10.00	16.00	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	40.63	KJRB 082256Z AUTO 28007G16KT 220V340 10SM CLR 07/M07 A3004 RMK AO2 SLP172 T00721072	null
JRB	2019-02-08 23:56	42.10	19.90	40.67	290.00	9.00	0.00	30.09	1018.90	10.00	16.00	CLR	null	null	null	null	null	null	null	null	null	null	null	30.00	270.00	2019-02-08 23:35	36.07	KJRB 082356Z AUTO 29009G16KT 260V330 10SM CLR 06/M07 A3009 RMK AO2 PK WND 27030/2335 SLP189 60001 T00561067 10128 20056 53044	null
JRB	2019-02-09 00:56	39.00	17.10	40.67	300.00	8.00	0.00	30.14	1020.70	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	27.00	270.00	2019-02-09 00:08	32.74	KJRB 090056Z AUTO 30008KT 240V050 10SM CLR 04/M08 A3014 RMK AO2 PK WND 27027/0008 SLP207 T00391083	null
JRB	2019-02-09 01:56	37.00	17.10	43.99	280.00	11.00	0.00	30.19	1022.20	10.00	27.00	CLR	null	null	null	null	null	null	null	null	null	null	null	27.00	270.00	2019-02-09 01:52	28.79	KJRB 090156Z AUTO 28011G27KT 240V050 10SM CLR 03/M08 A3019 RMK AO2 PK WND 27027/0152 SLP222 T00281083	null
JRB	2019-02-09 02:56	35.10	16.00	45.22	280.00	7.00	0.00	30.22	1023.30	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.56	KJRB 090256Z AUTO 28007KT 110V030 10SM CLR 02/M09 A3022 RMK AO2 SLP233 T00171089 51044 FZRANO	null
JRB	2019-02-09 03:56	34.00	15.10	45.43	null	6.00	0.00	30.25	1024.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.94	KJRB 090356Z AUTO VRB06KT 10SM CLR 01/M09 A3025 RMK AO2 SLP245 T00111094 FZRANO	null
JRB	2019-02-09 04:56	33.10	14.00	44.89	null	4.00	0.00	30.28	1025.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.70	KJRB 090456Z AUTO VRB04KT 10SM CLR 01/M10 A3028 RMK AO2 SLP255 T00061100 401280006 FZRANO	null
JRB	2019-02-09 05:56	32.00	12.90	44.70	null	4.00	0.00	30.32	1026.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.42	KJRB 090556Z AUTO VRB04KT 10SM CLR 00/M11 A3032 RMK AO2 SLP266 T00001106 10056 20000 51034 FZRANO	null
JRB	2019-02-09 06:56	30.90	14.00	49.05	null	3.00	0.00	30.35	1027.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	27.43	KJRB 090656Z AUTO VRB03KT 10SM CLR M01/M10 A3035 RMK AO2 SLP276 T10061100 FZRANO	null
JRB	2019-02-09 07:56	30.00	10.90	44.37	null	5.00	0.00	30.38	1028.70	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	24.02	KJRB 090756Z AUTO VRB05KT 10SM CLR M01/M12 A3038 RMK AO2 SLP287 T10111117 FZRANO	null
JRB	2019-02-09 08:56	28.90	12.00	48.72	null	4.00	0.00	30.40	1029.40	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	23.80	KJRB 090856Z AUTO VRB04KT 10SM CLR M02/M11 A3040 RMK AO2 SLP294 T10171111 51028 FZRANO	null
JRB	2019-02-09 09:56	27.00	9.00	46.08	null	4.00	0.00	30.44	1030.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	21.58	KJRB 090956Z AUTO VRB04KT 10SM CLR M03/M13 A3044 RMK AO2 SLP306 T10281128 FZRANO	null
JRB	2019-02-09 10:56	27.00	10.00	48.20	null	5.00	0.00	30.47	1031.90	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	20.46	KJRB 091056Z AUTO VRB05KT 10SM CLR M03/M12 A3047 RMK AO2 SLP319 T10281122 FZRANO	null
JRB	2019-02-09 11:56	26.10	8.10	45.93	null	3.00	0.00	30.51	1033.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	21.94	KJRB 091156Z AUTO VRB03KT 10SM CLR M03/M13 A3051 RMK AO2 SLP332 70008 T10331133 10000 21033 53039 FZRANO	null
JRB	2019-02-09 12:56	26.10	9.00	47.83	null	4.00	0.00	30.56	1034.90	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	20.53	KJRB 091256Z AUTO VRB04KT 10SM CLR M03/M13 A3056 RMK AO2 SLP349 T10331128 FZRANO	null
JRB	2019-02-09 13:56	27.00	8.10	44.26	null	5.00	0.00	30.59	1035.70	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	20.46	KJRB 091356Z AUTO VRB05KT 10SM CLR M03/M13 A3059 RMK AO2 SLP357 T10281133 FZRANO	null
JRB	2019-02-09 14:56	28.90	10.00	44.58	null	3.00	0.00	30.60	1036.20	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	25.14	KJRB 091456Z AUTO VRB03KT 10SM CLR M02/M12 A3060 RMK AO2 SLP362 T10171122 51030 FZRANO	null
JRB	2019-02-09 15:56	30.00	10.90	44.37	null	6.00	0.00	30.61	1036.50	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	23.12	KJRB 091556Z AUTO VRB06KT 10SM CLR M01/M12 A3061 RMK AO2 SLP365 T10111117 FZRANO	null
JRB	2019-02-09 16:56	33.10	9.00	35.96	null	4.00	0.00	30.61	1036.60	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	28.70	KJRB 091656Z AUTO VRB04KT 10SM CLR 01/M13 A3061 RMK AO2 SLP366 T00061128 FZRANO	null
JRB	2019-02-09 17:56	35.10	10.00	34.72	null	6.00	0.01	30.59	1035.90	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	29.26	KJRB 091756Z AUTO VRB06KT 10SM CLR 02/M12 A3059 RMK AO2 SLP359 P0001 60001 T00171122 10017 21033 58003 FZRANO	null
JRB	2019-02-09 18:56	36.00	9.00	32.03	0.00	0.00	0.00	30.61	1036.40	10.00	null	CLR	null	null	null	null	null	null	null	null	null	null	null	null	null	null	36.00	KJRB 091856Z AUTO 00000KT 10SM CLR 02/M13 A3061 RMK AO2 SLP364 T00221128 FZRANO	null
